    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,   18.0000000000,    2.1841777792,    0.0005397912,    0.4607137427,    0.9452591576,  -51.2605893281
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,   54.0000000000,    1.4745847679,    0.0008518033,    1.0428922430,    1.5682407978,  -33.4992276399
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,   90.0000000000,    1.1560600897,    0.0010261406,    1.2588647913,    1.6091168292,  -21.7667251732
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,  126.0000000000,    1.0782183210,    0.0007919464,    1.3488001938,    1.6867717150,  -20.0365893110
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,  162.0000000000,    1.1456650145,    0.0004429407,    0.8493603846,    1.1519439522,  -26.2672126564
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,  198.0000000000,    1.1456650625,    0.0004429406,   -0.8493601232,   -1.1519433947,  -26.2671996653
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,  234.0000000000,    1.0782186903,    0.0007919463,   -1.3487967946,   -1.6867717278,  -20.0367914442
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,  270.0000000000,    1.1560600357,    0.0010261406,   -1.2588648223,   -1.6091168464,  -21.7667240772
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,  306.0000000000,    1.4745858097,    0.0008518034,   -1.0428915154,   -1.5682408364,  -33.4992756744
    0.0000000000,    1.6975000000,    0.4105000000,    0.7660000000,  342.0000000000,    2.1841787550,    0.0005397913,   -0.4607137720,   -0.9452596567,  -51.2606119651
