   1.597   1.698   0.925   0.250  18.000   1.137   1.000   1.137
   1.597   1.698   0.925   0.250  18.000   0.971   1.000   0.936
   1.597   1.698   0.925   0.250  54.000   1.033   1.000   1.031
   1.597   1.698   0.925   0.250  54.000   0.927   1.000   0.914
   1.597   1.698   0.925   0.250  90.000   0.960   1.000   0.959
   1.597   1.698   0.925   0.250  90.000   0.882   1.000   0.885
   1.597   1.698   0.925   0.250 126.000   0.919   1.000   0.916
   1.597   1.698   0.925   0.250 126.000   0.851   1.000   0.863
   1.597   1.698   0.925   0.250 162.000   0.901   1.000   0.897
   1.597   1.698   0.925   0.250 162.000   0.837   1.000   0.852
   1.597   1.698   0.925   0.250 198.000   0.901   1.000   0.897
   1.597   1.698   0.925   0.250 198.000   0.837   1.000   0.852
   1.597   1.698   0.925   0.250 234.000   0.919   1.000   0.916
   1.597   1.698   0.925   0.250 234.000   0.851   1.000   0.863
   1.597   1.698   0.925   0.250 270.000   0.960   1.000   0.959
   1.597   1.698   0.925   0.250 270.000   0.882   1.000   0.885
   1.597   1.698   0.925   0.250 306.000   1.033   1.000   1.031
   1.597   1.698   0.925   0.250 306.000   0.927   1.000   0.914
   1.597   1.698   0.925   0.250 342.000   1.137   1.000   1.137
   1.597   1.698   0.925   0.250 342.000   0.971   1.000   0.936
