   1.647   1.698   0.919  -0.250  18.000   1.506   1.000   1.504
   1.647   1.698   0.919  -0.250  18.000   1.109   1.000   1.046
   1.647   1.698   0.919  -0.250  54.000   1.284   1.000   1.282
   1.647   1.698   0.919  -0.250  54.000     NaN   1.000   0.994
   1.647   1.698   0.919  -0.250  90.000   1.120   1.000   1.120
   1.647   1.698   0.919  -0.250  90.000   0.932   1.000   0.937
   1.647   1.698   0.919  -0.250 126.000   1.044   1.000   1.041
   1.647   1.698   0.919  -0.250 126.000   0.885   1.000   0.899
   1.647   1.698   0.919  -0.250 162.000   1.019   1.000   1.014
   1.647   1.698   0.919  -0.250 162.000     NaN   1.000   0.881
   1.647   1.698   0.919  -0.250 198.000   1.019   1.000   1.014
   1.647   1.698   0.919  -0.250 198.000     NaN   1.000   0.881
   1.647   1.698   0.919  -0.250 234.000   1.044   1.000   1.041
   1.647   1.698   0.919  -0.250 234.000   0.885   1.000   0.899
   1.647   1.698   0.919  -0.250 270.000   1.120   1.000   1.120
   1.647   1.698   0.919  -0.250 270.000   0.932   1.000   0.937
   1.647   1.698   0.919  -0.250 306.000   1.284   1.000   1.282
   1.647   1.698   0.919  -0.250 306.000     NaN   1.000   0.994
   1.647   1.698   0.919  -0.250 342.000   1.506   1.000   1.504
   1.647   1.698   0.919  -0.250 342.000   1.109   1.000   1.046
