  1.60  0.71  0.97  0.25 18.00   0.193   0.232 -16.577
  1.60  0.71  0.97  0.25 54.00   0.481   0.536 -10.229
  1.60  0.71  0.97  0.25 90.00   0.579   0.626  -7.446
  1.60  0.71  0.97  0.25126.00   0.520   0.559  -7.059
  1.60  0.71  0.97  0.25162.00   0.231   0.251  -7.868
  1.60  0.71  0.97  0.25198.00  -0.231  -0.251  -7.868
  1.60  0.71  0.97  0.25234.00  -0.520  -0.559  -7.059
  1.60  0.71  0.97  0.25270.00  -0.579  -0.626  -7.446
  1.60  0.71  0.97  0.25306.00  -0.481  -0.536 -10.229
  1.60  0.71  0.97  0.25342.00  -0.193  -0.232 -16.577
