  1.60  4.09  0.76 -0.75 18.00   0.074   0.084 -12.864
  1.60  4.09  0.76 -0.75 54.00   0.203   0.228 -10.957
  1.60  4.09  0.76 -0.75 90.00   0.259   0.288  -9.956
  1.60  4.09  0.76 -0.75126.00   0.208   0.229  -9.196
  1.60  4.09  0.76 -0.75162.00   0.078   0.085  -8.675
  1.60  4.09  0.76 -0.75198.00  -0.078  -0.085  -8.675
  1.60  4.09  0.76 -0.75234.00  -0.208  -0.229  -9.196
  1.60  4.09  0.76 -0.75270.00  -0.259  -0.288  -9.956
  1.60  4.09  0.76 -0.75306.00  -0.203  -0.228 -10.958
  1.60  4.09  0.76 -0.75342.00  -0.074  -0.084 -12.864
