   1.623   0.709   0.965  -0.750  18.000   1.113   1.000   1.082
   1.623   0.709   0.965  -0.750  18.000   0.956   1.000   0.953
   1.623   0.709   0.965  -0.750  54.000   1.059   1.000   1.040
   1.623   0.709   0.965  -0.750  54.000   0.932   1.000   0.937
   1.623   0.709   0.965  -0.750  90.000   1.007   1.000   0.995
   1.623   0.709   0.965  -0.750  90.000   0.902   1.000   0.916
   1.623   0.709   0.965  -0.750 126.000   0.984   1.000   0.967
   1.623   0.709   0.965  -0.750 126.000   0.880   1.000   0.898
   1.623   0.709   0.965  -0.750 162.000   0.983   1.000   0.957
   1.623   0.709   0.965  -0.750 162.000   0.868   1.000   0.889
   1.623   0.709   0.965  -0.750 198.000   0.983   1.000   0.957
   1.623   0.709   0.965  -0.750 198.000   0.868   1.000   0.889
   1.623   0.709   0.965  -0.750 234.000   0.984   1.000   0.967
   1.623   0.709   0.965  -0.750 234.000   0.880   1.000   0.898
   1.623   0.709   0.965  -0.750 270.000   1.007   1.000   0.995
   1.623   0.709   0.965  -0.750 270.000   0.902   1.000   0.916
   1.623   0.709   0.965  -0.750 306.000   1.059   1.000   1.040
   1.623   0.709   0.965  -0.750 306.000   0.932   1.000   0.937
   1.623   0.709   0.965  -0.750 342.000   1.113   1.000   1.082
   1.623   0.709   0.965  -0.750 342.000   0.956   1.000   0.953
