   1.597   4.085   0.762  -0.250  18.000   1.113   1.000   1.125
   1.597   4.085   0.762  -0.250  18.000   0.961   1.000   0.932
   1.597   4.085   0.762  -0.250  54.000   1.034   1.000   1.038
   1.597   4.085   0.762  -0.250  54.000   0.921   1.000   0.911
   1.597   4.085   0.762  -0.250  90.000   0.971   1.000   0.971
   1.597   4.085   0.762  -0.250  90.000   0.877   1.000   0.883
   1.597   4.085   0.762  -0.250 126.000   0.927   1.000   0.928
   1.597   4.085   0.762  -0.250 126.000   0.848   1.000   0.861
   1.597   4.085   0.762  -0.250 162.000   0.903   1.000   0.908
   1.597   4.085   0.762  -0.250 162.000   0.834   1.000   0.850
   1.597   4.085   0.762  -0.250 198.000   0.903   1.000   0.908
   1.597   4.085   0.762  -0.250 198.000   0.834   1.000   0.850
   1.597   4.085   0.762  -0.250 234.000   0.927   1.000   0.928
   1.597   4.085   0.762  -0.250 234.000   0.848   1.000   0.861
   1.597   4.085   0.762  -0.250 270.000   0.971   1.000   0.971
   1.597   4.085   0.762  -0.250 270.000   0.877   1.000   0.883
   1.597   4.085   0.762  -0.250 306.000   1.034   1.000   1.038
   1.597   4.085   0.762  -0.250 306.000   0.921   1.000   0.911
   1.597   4.085   0.762  -0.250 342.000   1.113   1.000   1.125
   1.597   4.085   0.762  -0.250 342.000   0.961   1.000   0.932
