   1.647   1.698   0.919  -0.750  18.000   1.344   1.000   1.329
   1.647   1.698   0.919  -0.750  18.000   1.012   1.000   0.990
   1.647   1.698   0.919  -0.750  54.000   1.246   1.000   1.234
   1.647   1.698   0.919  -0.750  54.000   0.969   1.000   0.962
   1.647   1.698   0.919  -0.750  90.000   1.148   1.000   1.137
   1.647   1.698   0.919  -0.750  90.000   0.922   1.000   0.928
   1.647   1.698   0.919  -0.750 126.000   1.092   1.000   1.079
   1.647   1.698   0.919  -0.750 126.000   0.889   1.000   0.902
   1.647   1.698   0.919  -0.750 162.000   1.071   1.000   1.055
   1.647   1.698   0.919  -0.750 162.000   0.873   1.000   0.889
   1.647   1.698   0.919  -0.750 198.000   1.071   1.000   1.055
   1.647   1.698   0.919  -0.750 198.000   0.873   1.000   0.889
   1.647   1.698   0.919  -0.750 234.000   1.092   1.000   1.079
   1.647   1.698   0.919  -0.750 234.000   0.889   1.000   0.902
   1.647   1.698   0.919  -0.750 270.000   1.148   1.000   1.137
   1.647   1.698   0.919  -0.750 270.000   0.922   1.000   0.928
   1.647   1.698   0.919  -0.750 306.000   1.246   1.000   1.234
   1.647   1.698   0.919  -0.750 306.000   0.969   1.000   0.962
   1.647   1.698   0.919  -0.750 342.000   1.344   1.000   1.329
   1.647   1.698   0.919  -0.750 342.000   1.012   1.000   0.990
