   1.647   1.698   0.919   0.750  18.000   1.538   1.000   1.516
   1.647   1.698   0.919   0.750  18.000   1.243   1.000   1.161
   1.647   1.698   0.919   0.750  54.000   1.393   1.000   1.368
   1.647   1.698   0.919   0.750  54.000   1.161   1.000   1.109
   1.647   1.698   0.919   0.750  90.000   1.255   1.000   1.228
   1.647   1.698   0.919   0.750  90.000   1.071   1.000   1.046
   1.647   1.698   0.919   0.750 126.000   1.180   1.000   1.150
   1.647   1.698   0.919   0.750 126.000   1.011   1.000   0.998
   1.647   1.698   0.919   0.750 162.000   1.154   1.000   1.120
   1.647   1.698   0.919   0.750 162.000   0.982   1.000   0.975
   1.647   1.698   0.919   0.750 198.000   1.154   1.000   1.120
   1.647   1.698   0.919   0.750 198.000   0.982   1.000   0.975
   1.647   1.698   0.919   0.750 234.000   1.180   1.000   1.150
   1.647   1.698   0.919   0.750 234.000   1.011   1.000   0.998
   1.647   1.698   0.919   0.750 270.000   1.255   1.000   1.228
   1.647   1.698   0.919   0.750 270.000   1.071   1.000   1.046
   1.647   1.698   0.919   0.750 306.000   1.393   1.000   1.368
   1.647   1.698   0.919   0.750 306.000   1.161   1.000   1.109
   1.647   1.698   0.919   0.750 342.000   1.538   1.000   1.516
   1.647   1.698   0.919   0.750 342.000   1.243   1.000   1.161
