   1.597   1.698   0.925   0.750  18.000   1.070   1.000   1.059
   1.597   1.698   0.925   0.750  18.000   0.939   1.000   0.923
   1.597   1.698   0.925   0.750  54.000   1.025   1.000   1.014
   1.597   1.698   0.925   0.750  54.000   0.915   1.000   0.909
   1.597   1.698   0.925   0.750  90.000   0.978   1.000   0.966
   1.597   1.698   0.925   0.750  90.000   0.886   1.000   0.890
   1.597   1.698   0.925   0.750 126.000   0.947   1.000   0.934
   1.597   1.698   0.925   0.750 126.000   0.864   1.000   0.874
   1.597   1.698   0.925   0.750 162.000   0.932   1.000   0.918
   1.597   1.698   0.925   0.750 162.000   0.852   1.000   0.866
   1.597   1.698   0.925   0.750 198.000   0.932   1.000   0.918
   1.597   1.698   0.925   0.750 198.000   0.852   1.000   0.866
   1.597   1.698   0.925   0.750 234.000   0.947   1.000   0.934
   1.597   1.698   0.925   0.750 234.000   0.864   1.000   0.874
   1.597   1.698   0.925   0.750 270.000   0.978   1.000   0.966
   1.597   1.698   0.925   0.750 270.000   0.886   1.000   0.890
   1.597   1.698   0.925   0.750 306.000   1.025   1.000   1.014
   1.597   1.698   0.925   0.750 306.000   0.915   1.000   0.909
   1.597   1.698   0.925   0.750 342.000   1.070   1.000   1.059
   1.597   1.698   0.925   0.750 342.000   0.939   1.000   0.923
