   1.492   1.698   0.936   0.750  18.000   0.722   1.000   0.721
   1.492   1.698   0.936   0.750  18.000   0.647   1.000   0.645
   1.492   1.698   0.936   0.750  54.000   0.717   1.000   0.716
   1.492   1.698   0.936   0.750  54.000   0.645   1.000   0.644
   1.492   1.698   0.936   0.750  90.000   0.711   1.000   0.711
   1.492   1.698   0.936   0.750  90.000   0.643   1.000   0.642
   1.492   1.698   0.936   0.750 126.000   0.706   1.000   0.706
   1.492   1.698   0.936   0.750 126.000   0.640   1.000   0.641
   1.492   1.698   0.936   0.750 162.000   0.704   1.000   0.703
   1.492   1.698   0.936   0.750 162.000   0.638   1.000   0.640
   1.492   1.698   0.936   0.750 198.000   0.704   1.000   0.703
   1.492   1.698   0.936   0.750 198.000   0.638   1.000   0.640
   1.492   1.698   0.936   0.750 234.000   0.706   1.000   0.706
   1.492   1.698   0.936   0.750 234.000   0.640   1.000   0.641
   1.492   1.698   0.936   0.750 270.000   0.711   1.000   0.711
   1.492   1.698   0.936   0.750 270.000   0.643   1.000   0.642
   1.492   1.698   0.936   0.750 306.000   0.717   1.000   0.716
   1.492   1.698   0.936   0.750 306.000   0.645   1.000   0.644
   1.492   1.698   0.936   0.750 342.000   0.722   1.000   0.721
   1.492   1.698   0.936   0.750 342.000   0.647   1.000   0.645
