  1.49  1.70  0.94  0.25 18.00   0.015   0.017 -10.553
  1.49  1.70  0.94  0.25 54.00   0.040   0.044 -10.122
  1.49  1.70  0.94  0.25 90.00   0.049   0.055  -9.617
  1.49  1.70  0.94  0.25126.00   0.040   0.044  -9.244
  1.49  1.70  0.94  0.25162.00   0.015   0.017  -9.061
  1.49  1.70  0.94  0.25198.00  -0.015  -0.017  -9.061
  1.49  1.70  0.94  0.25234.00  -0.040  -0.044  -9.244
  1.49  1.70  0.94  0.25270.00  -0.049  -0.055  -9.617
  1.49  1.70  0.94  0.25306.00  -0.040  -0.044 -10.122
  1.49  1.70  0.94  0.25342.00  -0.015  -0.017 -10.553
