   1.673   0.410   0.972  -0.750  18.000   1.151   1.000   1.120
   1.673   0.410   0.972  -0.750  18.000   0.887   1.000   0.893
   1.673   0.410   0.972  -0.750  54.000   1.103   1.000   1.084
   1.673   0.410   0.972  -0.750  54.000   0.872   1.000   0.881
   1.673   0.410   0.972  -0.750  90.000   1.045   1.000   1.033
   1.673   0.410   0.972  -0.750  90.000   0.852   1.000   0.865
   1.673   0.410   0.972  -0.750 126.000   1.004   1.000   0.989
   1.673   0.410   0.972  -0.750 126.000   0.838   1.000   0.852
   1.673   0.410   0.972  -0.750 162.000   0.987   1.000   0.964
   1.673   0.410   0.972  -0.750 162.000   0.830   1.000   0.845
   1.673   0.410   0.972  -0.750 198.000   0.987   1.000   0.964
   1.673   0.410   0.972  -0.750 198.000   0.830   1.000   0.845
   1.673   0.410   0.972  -0.750 234.000   1.004   1.000   0.989
   1.673   0.410   0.972  -0.750 234.000   0.838   1.000   0.852
   1.673   0.410   0.972  -0.750 270.000   1.045   1.000   1.033
   1.673   0.410   0.972  -0.750 270.000   0.852   1.000   0.865
   1.673   0.410   0.972  -0.750 306.000   1.103   1.000   1.084
   1.673   0.410   0.972  -0.750 306.000   0.872   1.000   0.881
   1.673   0.410   0.972  -0.750 342.000   1.151   1.000   1.120
   1.673   0.410   0.972  -0.750 342.000   0.887   1.000   0.893
