   1.647   4.085   0.750  -0.750  18.000   1.468   1.000   1.469
   1.647   4.085   0.750  -0.750  18.000   1.131   1.000   1.062
   1.647   4.085   0.750  -0.750  54.000   1.352   1.000   1.348
   1.647   4.085   0.750  -0.750  54.000   1.068   1.000   1.024
   1.647   4.085   0.750  -0.750  90.000   1.238   1.000   1.229
   1.647   4.085   0.750  -0.750  90.000   1.000   1.000   0.977
   1.647   4.085   0.750  -0.750 126.000   1.163   1.000   1.153
   1.647   4.085   0.750  -0.750 126.000   0.954   1.000   0.943
   1.647   4.085   0.750  -0.750 162.000   1.127   1.000   1.117
   1.647   4.085   0.750  -0.750 162.000   0.933   1.000   0.926
   1.647   4.085   0.750  -0.750 198.000   1.127   1.000   1.117
   1.647   4.085   0.750  -0.750 198.000   0.933   1.000   0.926
   1.647   4.085   0.750  -0.750 234.000   1.163   1.000   1.153
   1.647   4.085   0.750  -0.750 234.000   0.954   1.000   0.943
   1.647   4.085   0.750  -0.750 270.000   1.238   1.000   1.229
   1.647   4.085   0.750  -0.750 270.000   1.000   1.000   0.977
   1.647   4.085   0.750  -0.750 306.000   1.352   1.000   1.348
   1.647   4.085   0.750  -0.750 306.000   1.068   1.000   1.024
   1.647   4.085   0.750  -0.750 342.000   1.468   1.000   1.469
   1.647   4.085   0.750  -0.750 342.000   1.131   1.000   1.062
