   1.647   0.709   0.964  -0.750  18.000   1.231   1.000   1.195
   1.647   0.709   0.964  -0.750  18.000   0.953   1.000   0.953
   1.647   0.709   0.964  -0.750  54.000   1.152   1.000   1.130
   1.647   0.709   0.964  -0.750  54.000   0.927   1.000   0.934
   1.647   0.709   0.964  -0.750  90.000   1.078   1.000   1.064
   1.647   0.709   0.964  -0.750  90.000   0.894   1.000   0.909
   1.647   0.709   0.964  -0.750 126.000   1.044   1.000   1.026
   1.647   0.709   0.964  -0.750 126.000   0.871   1.000   0.890
   1.647   0.709   0.964  -0.750 162.000   1.044   1.000   1.015
   1.647   0.709   0.964  -0.750 162.000   0.859   1.000   0.879
   1.647   0.709   0.964  -0.750 198.000   1.044   1.000   1.015
   1.647   0.709   0.964  -0.750 198.000   0.859   1.000   0.879
   1.647   0.709   0.964  -0.750 234.000   1.044   1.000   1.026
   1.647   0.709   0.964  -0.750 234.000   0.871   1.000   0.890
   1.647   0.709   0.964  -0.750 270.000   1.078   1.000   1.064
   1.647   0.709   0.964  -0.750 270.000   0.894   1.000   0.909
   1.647   0.709   0.964  -0.750 306.000   1.152   1.000   1.130
   1.647   0.709   0.964  -0.750 306.000   0.927   1.000   0.934
   1.647   0.709   0.964  -0.750 342.000   1.231   1.000   1.195
   1.647   0.709   0.964  -0.750 342.000   0.953   1.000   0.953
