   1.647   0.410   0.974   0.250  18.000   1.690   1.000   1.641
   1.647   0.410   0.974   0.250  18.000   1.245   1.000   1.150
   1.647   0.410   0.974   0.250  54.000   1.328   1.000   1.310
   1.647   0.410   0.974   0.250  54.000   1.129   1.000   1.088
   1.647   0.410   0.974   0.250  90.000   1.126   1.000   1.121
   1.647   0.410   0.974   0.250  90.000   1.024   1.000   1.017
   1.647   0.410   0.974   0.250 126.000   1.072   1.000   1.057
   1.647   0.410   0.974   0.250 126.000   0.961   1.000   0.969
   1.647   0.410   0.974   0.250 162.000   1.126   1.000   1.076
   1.647   0.410   0.974   0.250 162.000   0.934   1.000   0.947
   1.647   0.410   0.974   0.250 198.000   1.126   1.000   1.076
   1.647   0.410   0.974   0.250 198.000   0.934   1.000   0.947
   1.647   0.410   0.974   0.250 234.000   1.072   1.000   1.057
   1.647   0.410   0.974   0.250 234.000   0.961   1.000   0.969
   1.647   0.410   0.974   0.250 270.000   1.126   1.000   1.121
   1.647   0.410   0.974   0.250 270.000   1.024   1.000   1.017
   1.647   0.410   0.974   0.250 306.000   1.328   1.000   1.310
   1.647   0.410   0.974   0.250 306.000   1.129   1.000   1.088
   1.647   0.410   0.974   0.250 342.000   1.690   1.000   1.641
   1.647   0.410   0.974   0.250 342.000   1.245   1.000   1.150
