  1.62  1.70  0.92 -0.25 18.00   0.147   0.183 -19.546
  1.62  1.70  0.92 -0.25 54.00     NaN   0.469     NaN
  1.62  1.70  0.92 -0.25 90.00   0.513   0.577 -11.223
  1.62  1.70  0.92 -0.25126.00   0.432   0.482 -10.270
  1.62  1.70  0.92 -0.25162.00   0.172   0.191 -10.168
  1.62  1.70  0.92 -0.25198.00  -0.172  -0.191 -10.168
  1.62  1.70  0.92 -0.25234.00  -0.432  -0.482 -10.270
  1.62  1.70  0.92 -0.25270.00  -0.513  -0.577 -11.223
  1.62  1.70  0.92 -0.25306.00     NaN  -0.469     NaN
  1.62  1.70  0.92 -0.25342.00  -0.147  -0.183 -19.546
